Manufacturer,Model,Year,Category,Mileage,FuelType,EngineVolume,DriveWheels,GearBox,Doors,Wheel,Color,LeatherInterior,Price,Clearance
KIA,Optima,2013,Sedan,127000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Carnelian red,True,3700,False
TOYOTA,Prius,2007,Sedan,200000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Carnelian red,False,2700,False
TOYOTA,Prius,2012,Sedan,81000.0,Plug-in Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,True,7450,True
VOLKSWAGEN,Jetta,2011,Sedan,136000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,False,3950,False
FORD,Transit,2002,Microbus,222666.0,Diesel,2.0,Front,Manual,2/3,Left wheel,Blue,True,3900,False
KIA,Optima,2013,Sedan,102000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,True,4200,False
JEEP,Grand Cherokee,2003,Jeep,224000.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Silver,True,3700,True
RENAULT,Kangoo,2000,Goods wagon,180000.0,Diesel,1.9,Rear,Manual,2/3,Left wheel,Silver,False,1000,True
MERCEDES-BENZ,GLA 250,2015,Jeep,51400.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,15000,False
NISSAN,Clipper,2009,Pickup,83000.0,Petrol,0.7,4x4,Automatic,2/3,Right-hand drive,White,False,2100,False
KIA,Optima,2012,Sedan,174000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Carnelian red,True,4500,False
NISSAN,Vanette,2006,Pickup,40000.0,Petrol,1.8,Rear,Automatic,2/3,Right-hand drive,Yellow,False,2800,False
BMW,X5,2001,Sedan,1000.0,CNG,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,4000,True
TOYOTA,Prius,2008,Sedan,225600.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Grey,False,3600,False
HYUNDAI,Elantra,2013,Sedan,160000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Black,True,5620,False
NISSAN,Juke,2011,Hatchback,57000.0,Petrol,1.5,Front,Variator,4/5,Right-hand drive,Red,False,4100,False
TOYOTA,Aqua,2012,Hatchback,60000.0,Hybrid,1.5,Front,Variator,4/5,Right-hand drive,Yellow,False,3500,False
MITSUBISHI,Pajero Sport,2004,Jeep,300000.0,Diesel,2.5,4x4,Manual,4/5,Left wheel,Silver,True,5500,True
HONDA,Element,2004,Jeep,170000.0,Petrol,2.4,4x4,Automatic,4/5,Right-hand drive,Black,False,4000,True
VOLKSWAGEN,Jetta,2008,Sedan,155200.0,Diesel,2.0,Front,Automatic,4/5,Left wheel,Red,True,4059,True
VOLKSWAGEN,Passat,2014,Sedan,65000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Black,True,5000,False
FORD,Fusion,2011,Sedan,150000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Beige,True,3999,False
HYUNDAI,Elantra,2012,Sedan,158400.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Blue,False,4800,False
LEXUS,RX 400,2007,Jeep,161250.0,Hybrid,3.3,4x4,Variator,4/5,Left wheel,Grey,True,8700,True
FORD,C-MAX,2013,Hatchback,120000.0,Plug-in Hybrid,2.0,Front,Automatic,4/5,Left wheel,Black,True,8000,False
MERCEDES-BENZ,Sprinter 2.2,2008,Microbus,300000.0,Diesel,2.9,Rear,Manual,4/5,Left wheel,White,False,6000,False
FORD,Fusion,2014,Sedan,40000.0,Hybrid,2.0,Front,Automatic,4/5,Left wheel,White,True,6600,False
TOYOTA,Camry,2012,Sedan,316800.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,False,7300,True
BMW,328,2013,Sedan,140800.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,White,True,9800,False
FORD,C-MAX,2014,Hatchback,142400.0,Hybrid,2.0,Front,Automatic,4/5,Left wheel,Grey,True,6300,False
TOYOTA,Camry,2012,Sedan,164000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,White,True,5700,False
HYUNDAI,Sonata,2012,Sedan,142400.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,Black,True,5500,True
CHEVROLET,Cruze,2012,Sedan,102000.0,Petrol,1.4,Front,Tiptronic,4/5,Left wheel,Silver,False,3000,False
TOYOTA,Land Cruiser,2012,Jeep,162000.0,Diesel,4.5,4x4,Automatic,4/5,Left wheel,Black,False,29000,True
MERCEDES-BENZ,S 430 AMG,2001,Sedan,275000.0,Petrol,4.3,Rear,Tiptronic,4/5,Left wheel,Silver,True,2550,True
HYUNDAI,Santa FE,2008,Jeep,147687.0,Diesel,2.2,4x4,Tiptronic,4/5,Left wheel,Silver,True,6500,True
MERCEDES-BENZ,S 320,2002,Sedan,300000.0,Diesel,3.2,Rear,Tiptronic,4/5,Left wheel,Silver,True,3800,True
HONDA,Civic,2012,Sedan,179000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Sky blue,True,6000,True
FORD,Focus,2015,Sedan,93157.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Carnelian red,False,4100,False
FORD,C-MAX,2013,Sedan,203200.0,Hybrid,2.0,Front,Automatic,4/5,Left wheel,Grey,True,6557,False
MERCEDES-BENZ,Sprinter 2.2,2008,Microbus,165000.0,Diesel,2.2,Rear,Manual,4/5,Left wheel,Blue,False,7100,False
MERCEDES-BENZ,C 250,2014,Sedan,137011.0,Petrol,1.8,Rear,Tiptronic,4/5,Left wheel,Black,True,9639,False
MITSUBISHI,Outlander Sport,2014,Jeep,129600.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,False,5900,False
VOLKSWAGEN,Jetta,2012,Sedan,214400.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Black,True,4550,False
NISSAN,Note,2005,Hatchback,177000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Black,True,2700,True
HYUNDAI,Tucson,2017,Jeep,11000.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,False,9500,False
HYUNDAI,Tucson,2017,Jeep,45000.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,White,False,11500,False
TOYOTA,RAV 4,2016,Jeep,51000.0,Hybrid,2.5,4x4,Tiptronic,4/5,Left wheel,Grey,False,18000,True
TOYOTA,Ractis,2005,Sedan,180000.0,Petrol,1.5,Front,Tiptronic,4/5,Right-hand drive,White,False,2900,True
CHEVROLET,Volt,2014,Sedan,90000.0,Plug-in Hybrid,1.4,Front,Variator,4/5,Left wheel,Black,False,7800,True
JEEP,Liberty,2002,Jeep,203800.0,LPG,3.7,4x4,Automatic,4/5,Left wheel,Grey,False,3200,True
NISSAN,Teana,2006,Sedan,160000.0,CNG,2.3,Rear,Tiptronic,4/5,Left wheel,White,False,2770,True
BMW,318,2002,Hatchback,195000.0,Petrol,2.0,Rear,Tiptronic,2/3,Right-hand drive,Black,False,2100,True
BMW,X6 35i,2008,Jeep,195000.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,White,True,14000,True
HONDA,FIT,2010,Hatchback,165000.0,Hybrid,1.3,Front,Variator,4/5,Right-hand drive,Black,False,2600,False
DODGE,Caliber,2011,Hatchback,220800.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Golden,False,3800,False
FORD,Focus se,2016,Hatchback,192000.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Blue,True,6000,True
VOLKSWAGEN,Jetta,2013,Sedan,138000.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,True,6000,True
OPEL,Astra,2009,Universal,180000.0,Diesel,1.7,Front,Manual,4/5,Left wheel,Black,False,4200,True
TOYOTA,Prius,2010,Hatchback,150000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Silver,False,5300,True
TOYOTA,Prius,2012,Hatchback,109000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,False,6800,True
HONDA,Cr-v,2009,Jeep,113000.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,Sky blue,False,5900,True
MITSUBISHI,Outlander,2013,Jeep,94262.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,White,False,6200,False
SUBARU,Impreza,2012,Hatchback,126000.0,Petrol,2.0,4x4,Automatic,4/5,Left wheel,Blue,False,3544,False
BMW,320,2001,Sedan,178476.0,Petrol,1.9,Rear,Manual,4/5,Left wheel,Green,False,1800,True
NISSAN,X-Trail რესტაილინგი,2006,Jeep,190000.0,Petrol,2.0,4x4,Automatic,4/5,Right-hand drive,Black,False,4000,True
TOYOTA,Prius,2010,Hatchback,165000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,False,5000,True
MERCEDES-BENZ,C 200 Kompressor,2001,Sedan,189000.0,Petrol,2.0,Rear,Manual,4/5,Left wheel,Black,True,3500,True
MERCEDES-BENZ,CLA 250,2016,Sedan,96232.0,Petrol,2.0,4x4,Tiptronic,4/5,Left wheel,Black,True,14500,False
MERCEDES-BENZ,C 240,2002,Sedan,370000.0,CNG,2.6,Rear,Tiptronic,4/5,Left wheel,Silver,True,3200,True
TOYOTA,Prius,2010,Hatchback,206400.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,True,6100,True
MERCEDES-BENZ,ML 350,2010,Jeep,200000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Silver,True,13000,True
MITSUBISHI,Montero,2000,Jeep,400000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Black,False,2400,False
SUBARU,Forester,2002,Jeep,243000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,Silver,False,2300,True
MERCEDES-BENZ,GL 450,2010,Jeep,240000.0,Petrol,4.5,4x4,Tiptronic,4/5,Left wheel,White,True,10000,False
TOYOTA,Prius,2013,Hatchback,190000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,False,5500,False
BMW,X5,2004,Jeep,273000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,7300,True
HYUNDAI,Elantra,2014,Sedan,117333.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Red,False,4800,False
CHEVROLET,Spark,2012,Hatchback,52800.0,Petrol,1.0,Front,Automatic,4/5,Left wheel,Brown,True,3100,False
VOLKSWAGEN,Jetta,2014,Sedan,187200.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,5500,False
VOLKSWAGEN,Passat,2014,Sedan,1000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Carnelian red,True,7500,False
MERCEDES-BENZ,C 250,2012,Sedan,169600.0,Petrol,1.8,Rear,Tiptronic,4/5,Left wheel,Black,True,8800,False
MERCEDES-BENZ,C 240 w 203,2002,Sedan,2200.0,Petrol,2.6,Rear,Tiptronic,4/5,Left wheel,Black,True,3200,True
FORD,Transit,2010,Microbus,167000.0,Diesel,2.4,Rear,Manual,4/5,Left wheel,Red,False,11000,False
SUBARU,Impreza wr,2000,Sedan,159000.0,Petrol,2.0,4x4,Manual,4/5,Right-hand drive,Silver,False,2654,True
BMW,525,2002,Sedan,149643.0,Petrol,2.5,Rear,Tiptronic,>5,Right-hand drive,Blue,True,2500,True
MERCEDES-BENZ,S 450,2019,Sedan,9578.0,Petrol,3.0,Rear,Automatic,4/5,Left wheel,Black,True,32500,False
HYUNDAI,Sonata,2012,Sedan,21333.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Black,False,2600,False
MERCEDES-BENZ,ML 320,2000,Jeep,5000.0,Petrol,3.2,4x4,Automatic,4/5,Left wheel,White,True,3000,True
KIA,Optima,2016,Sedan,59000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Beige,False,7500,False
FORD,Transit,2001,Microbus,11111.0,Diesel,2.0,Front,Manual,2/3,Left wheel,White,False,3500,True
RENAULT,Captur,2015,Jeep,53000.0,Diesel,1.5,4x4,Manual,4/5,Left wheel,Silver,False,12000,False
FORD,Mustang,2017,Coupe,35200.0,Petrol,3.7,Rear,Tiptronic,2/3,Left wheel,White,False,16800,True
TOYOTA,Prius,2010,Hatchback,179000.0,Hybrid,1.8,Front,Tiptronic,4/5,Left wheel,White,False,5500,False
MITSUBISHI,Colt,2007,Hatchback,211000.0,Petrol,1.3,Front,Manual,4/5,Left wheel,Blue,False,2300,False
MERCEDES-BENZ,CLK 320 w209,2003,Coupe,202000.0,Petrol,3.2,Rear,Tiptronic,2/3,Left wheel,Silver,True,3591,True
VOLKSWAGEN,Golf 5,2004,Hatchback,200000.0,LPG,1.4,Front,Manual,4/5,Left wheel,Blue,False,3216,True
MERCEDES-BENZ,GLA 250,2018,Jeep,63317.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,True,6600,False
HONDA,Airwave,2006,Universal,177467.0,Petrol,1.5,4x4,Variator,4/5,Right-hand drive,Silver,False,2700,True
MITSUBISHI,L 200,2001,Pickup,200000.0,Diesel,2.5,4x4,Manual,4/5,Right-hand drive,Black,False,6557,True
TOYOTA,Prius,2008,Hatchback,296000.0,Petrol,1.5,Front,Variator,4/5,Left wheel,White,True,4600,True
MERCEDES-BENZ,Sprinter,2016,Microbus,89451.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,Black,True,1100,False
MERCEDES-BENZ,CLS 550,2012,Sedan,127907.0,Petrol,4.6,Rear,Automatic,4/5,Left wheel,Black,True,2950,False
MERCEDES-BENZ,CLS 550 AMG,2011,Sedan,130000.0,Petrol,4.6,4x4,Tiptronic,4/5,Left wheel,Silver,True,14800,False
MERCEDES-BENZ,Sprinter,2017,Microbus,34552.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,White,True,4300,False
MITSUBISHI,Airtrek,2003,Jeep,171111.0,Petrol,2.4,Front,Automatic,4/5,Right-hand drive,Black,False,3185,True
TOYOTA,Prius,2010,Hatchback,145000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Grey,False,5799,True
SUBARU,Forester,2003,Jeep,147000.0,Petrol,2.0,4x4,Automatic,4/5,Right-hand drive,Black,False,2700,True
CHEVROLET,Volt Premier,2017,Hatchback,13700.0,Plug-in Hybrid,1.5,Front,Variator,4/5,Left wheel,White,True,17500,True
MITSUBISHI,Pajero IO,2001,Jeep,132000.0,Petrol,2.0,4x4,Automatic,4/5,Left wheel,White,False,3500,True
MERCEDES-BENZ,GLE 43 AMG,2018,Jeep,21499.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,White,True,25500,False
TOYOTA,Camry SE,2015,Sedan,50000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,8999,False
MERCEDES-BENZ,E 350,2014,Sedan,127256.0,Petrol,3.5,4x4,Automatic,4/5,Left wheel,Silver,True,1000,False
TOYOTA,Camry,2016,Sedan,57600.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Silver,False,6500,False
MERCEDES-BENZ,C 250,2013,Sedan,138581.0,Petrol,1.8,Rear,Automatic,4/5,Left wheel,Black,True,1850,False
MERCEDES-BENZ,C 300,2019,Sedan,21157.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,White,True,2200,False
MERCEDES-BENZ,C 350,2010,Sedan,155058.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Black,True,2900,False
VOLKSWAGEN,Passat,2013,Sedan,54000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,Blue,True,6000,False
TOYOTA,CHR,2017,Jeep,44000.0,Petrol,2.0,Front,Tiptronic,4/5,Left wheel,Black,False,13500,True
MERCEDES-BENZ,C 350,2015,Coupe,63083.0,Petrol,3.5,Rear,Automatic,2/3,Left wheel,Black,True,2600,False
MERCEDES-BENZ,C 300,2016,Sedan,49350.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Grey,True,4250,False
LEXUS,RX 450,2010,Jeep,167345.0,Hybrid,3.5,4x4,Tiptronic,4/5,Left wheel,Red,True,9800,False
MERCEDES-BENZ,C 250,2013,Sedan,188840.0,Petrol,1.8,Rear,Automatic,4/5,Left wheel,Grey,True,1500,False
MERCEDES-BENZ,C 300,2017,Sedan,64301.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,White,True,3050,False
TOYOTA,Camry,2012,Sedan,100000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Blue,True,7500,True
MERCEDES-BENZ,C 300,2018,Sedan,29538.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Black,True,16400,False
FORD,Escape,2012,Jeep,291200.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,White,False,6000,True
MERCEDES-BENZ,C 300,2015,Sedan,83024.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Black,True,3050,False
MERCEDES-BENZ,C 300,2015,Sedan,32414.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,White,True,4600,False
MERCEDES-BENZ,C 300,2019,Sedan,2034.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Blue,True,9200,False
SUBARU,Legacy,2004,Sedan,170000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,Blue,True,2600,True
MERCEDES-BENZ,C 300,2016,Sedan,68200.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Black,True,4250,False
FORD,Escape,2010,Jeep,193600.0,Hybrid,2.5,4x4,Automatic,4/5,Left wheel,White,False,5600,True
BMW,128,2010,Coupe,100000.0,Petrol,3.0,Rear,Tiptronic,2/3,Left wheel,White,True,6800,True
HONDA,Insight,2011,Hatchback,148800.0,Hybrid,1.3,Front,Variator,4/5,Left wheel,Silver,False,5300,True
OPEL,Astra,2007,Coupe,179200.0,Petrol,1.8,Front,Automatic,2/3,Left wheel,Blue,False,2900,True
BMW,135,2010,Coupe,100000.0,Petrol,3.0,Rear,Tiptronic,2/3,Left wheel,White,True,6800,True
KIA,Optima,2013,Sedan,102345.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Black,True,5500,False
KIA,Forte,2014,Sedan,35000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Blue,False,7000,True
HONDA,Insight,2013,Hatchback,137600.0,Hybrid,1.3,Front,Variator,4/5,Left wheel,Grey,True,6000,True
HYUNDAI,Elantra,2013,Sedan,96000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Blue,False,6000,True
HYUNDAI,Elantra LIMITED,2014,Sedan,112800.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Black,True,7500,False
FORD,Escape,2008,Jeep,259200.0,Hybrid,2.3,4x4,Variator,4/5,Left wheel,Grey,True,4900,False
LEXUS,GX 470,2004,Jeep,209600.0,Petrol,4.7,4x4,Tiptronic,4/5,Left wheel,Black,True,11500,True
FORD,Transit,2013,Coupe,130000.0,Diesel,2.2,Rear,Manual,4/5,Left wheel,White,False,9000,True
BMW,X5,2006,Jeep,192000.0,Petrol,4.8,4x4,Tiptronic,4/5,Left wheel,Black,True,6500,True
MAZDA,Verisa,2004,Sedan,159000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Carnelian red,True,2550,True
MERCEDES-BENZ,A 170,2005,Hatchback,143000.0,Petrol,1.7,Front,Tiptronic,4/5,Left wheel,Black,False,3200,True
MERCEDES-BENZ,A 160,2002,Sedan,159000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Blue,False,1800,True
HYUNDAI,Elantra,2014,Sedan,111459.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Silver,False,5800,True
HYUNDAI,Sonata,2012,Sedan,128000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Red,True,6200,True
TOYOTA,Prius,2013,Hatchback,111000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,True,8150,True
MAZDA,Mazda 6,2013,Universal,140000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Carnelian red,False,5700,False
TOYOTA,RAV 4,2002,Jeep,198000.0,Petrol,2.0,4x4,Automatic,4/5,Left wheel,Silver,False,5200,True
BMW,525,2004,Sedan,178000.0,Petrol,2.5,Rear,Manual,4/5,Left wheel,Blue,True,4300,True
TOYOTA,Aqua,2012,Hatchback,134000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Grey,False,5400,True
OPEL,Astra,2007,Universal,222222.0,Diesel,1.7,Front,Manual,4/5,Left wheel,Blue,False,3500,False
OPEL,Vectra,2005,Sedan,300000.0,Petrol,1.8,Front,Manual,4/5,Left wheel,White,False,2700,True
HONDA,FIT,2013,Sedan,145000.0,Petrol,1.3,Front,Automatic,4/5,Right-hand drive,White,False,3800,True
FORD,Fiesta,2013,Sedan,179200.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Black,False,4700,True
MERCEDES-BENZ,220,2000,Sedan,27300.0,Diesel,2.2,Front,Automatic,4/5,Left wheel,Blue,False,3300,True
TOYOTA,Prius C,2012,Hatchback,215000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,White,False,4400,False
TOYOTA,Prius Full,2009,Hatchback,160000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Black,True,5800,True
TOYOTA,Camry,2007,Sedan,240000.0,Hybrid,2.4,Front,Automatic,4/5,Left wheel,White,True,5300,True
MERCEDES-BENZ,E 430,2001,Sedan,220000.0,Petrol,4.3,Rear,Tiptronic,4/5,Right-hand drive,Black,True,2400,True
TOYOTA,Aqua,2013,Hatchback,109220.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,4500,True
MERCEDES-BENZ,A 190,2001,Sedan,160000.0,Petrol,1.9,Front,Automatic,4/5,Left wheel,Blue,False,1500,False
SUBARU,Legacy,2006,Sedan,111000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,White,False,2600,True
MERCEDES-BENZ,CLK 350,2008,Coupe,212557.0,Petrol,3.5,Rear,Tiptronic,2/3,Left wheel,Black,True,4000,False
OPEL,Astra,2010,Goods wagon,157000.0,Diesel,1.7,Front,Manual,4/5,Left wheel,Grey,False,3300,False
TOYOTA,Prius,2014,Sedan,32000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,White,True,7500,False
TOYOTA,Prius,2007,Hatchback,400000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Silver,False,4000,True
JEEP,Wrangler,2012,Jeep,137600.0,Petrol,3.6,4x4,Tiptronic,4/5,Left wheel,Black,True,13300,False
TOYOTA,Camry,2012,Sedan,168000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Grey,True,7800,True
NISSAN,Note,2005,Hatchback,168000.0,Petrol,1.5,Front,Variator,4/5,Right-hand drive,Black,False,2400,True
MINI,Clubman S,2009,Hatchback,128000.0,Petrol,1.6,Front,Tiptronic,2/3,Left wheel,Blue,True,5000,False
BMW,525,2006,Sedan,200000.0,Petrol,2.5,Rear,Tiptronic,4/5,Left wheel,White,True,5999,True
CHEVROLET,Cruze,2015,Sedan,111111.0,Petrol,1.4,Front,Automatic,4/5,Left wheel,Black,True,6500,False
LINCOLN,MKZ,2013,Sedan,128000.0,Hybrid,2.0,Front,Automatic,4/5,Left wheel,Carnelian red,True,9600,True
FORD,C-MAX,2013,Hatchback,171000.0,Hybrid,2.0,Front,Variator,4/5,Left wheel,Silver,False,5000,False
MERCEDES-BENZ,C 300,2015,Sedan,107334.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,White,True,4700,False
TOYOTA,RAV 4,2016,Universal,139200.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Grey,False,13500,False
LEXUS,RC F,2017,Coupe,49000.0,Petrol,3.0,4x4,Tiptronic,2/3,Left wheel,White,True,22000,True
MERCEDES-BENZ,C 300,2018,Sedan,41336.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,White,True,7600,False
MERCEDES-BENZ,C 300,2015,Sedan,104971.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Black,True,3050,False
MERCEDES-BENZ,C 250,2014,Sedan,11800.0,Petrol,1.8,Rear,Tiptronic,4/5,Left wheel,Silver,True,8500,False
AUDI,A6,2010,Sedan,145000.0,Petrol,3.0,4x4,Tiptronic,4/5,Left wheel,Black,True,7500,True
MERCEDES-BENZ,GL 450,2007,Jeep,258176.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Silver,True,3100,False
MERCEDES-BENZ,GL 450,2013,Jeep,195960.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,White,True,8500,False
MERCEDES-BENZ,GL 450,2013,Jeep,194198.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Black,True,8100,False
MERCEDES-BENZ,GL 450,2010,Jeep,234318.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Blue,True,2600,False
MERCEDES-BENZ,GL 450,2013,Jeep,185954.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Blue,True,7600,False
MERCEDES-BENZ,Vito,2003,Minivan,2000.0,Diesel,2.2,Rear,Manual,2/3,Left wheel,Black,True,6000,True
VOLKSWAGEN,Passat,2011,Sedan,148861.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Black,True,6800,False
MERCEDES-BENZ,GL 450,2014,Jeep,148059.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Grey,True,5100,False
LEXUS,CT 200h,2014,Hatchback,155827.0,Hybrid,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,8000,True
HONDA,Cr-v,2016,Jeep,64000.0,Petrol,2.4,4x4,Automatic,4/5,Left wheel,Silver,False,11000,False
TOYOTA,Prius,2008,Hatchback,240000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Grey,False,3435,True
TOYOTA,RAV 4,2001,Jeep,181000.0,Petrol,2.0,4x4,Automatic,4/5,Right-hand drive,Silver,False,3200,True
MERCEDES-BENZ,GL 450,2013,Jeep,144197.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,White,True,5600,False
MERCEDES-BENZ,E 200,2001,Sedan,380000.0,Petrol,2.0,Rear,Tiptronic,4/5,Right-hand drive,Green,False,1873,True
SUBARU,Forester,2003,Jeep,187692.0,Petrol,2.0,4x4,Automatic,4/5,Right-hand drive,Silver,False,2800,True
HONDA,FIT,2013,Hatchback,73000.0,Petrol,1.3,Front,Variator,4/5,Right-hand drive,White,False,2400,False
CHEVROLET,Cruze,2013,Sedan,144000.0,Petrol,1.4,Front,Automatic,4/5,Left wheel,Grey,False,5150,False
MERCEDES-BENZ,GLS 450 AMG,2019,Jeep,11918.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Blue,True,12600,False
NISSAN,Note,2007,Hatchback,20000.0,Petrol,1.5,Front,Variator,4/5,Right-hand drive,Silver,False,1873,True
MERCEDES-BENZ,GL 450,2014,Jeep,102576.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,White,True,2100,False
HONDA,FIT,2012,Hatchback,100000.0,Petrol,1.5,Front,Tiptronic,4/5,Right-hand drive,White,False,3122,True
MERCEDES-BENZ,GL 450,2011,Jeep,134506.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Silver,True,1000,False
NISSAN,LATIO,2014,Sedan,27000.0,Petrol,1.2,Front,Variator,4/5,Right-hand drive,Pink,False,2400,False
TOYOTA,Prius,2007,Hatchback,157000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,Silver,False,3800,True
TOYOTA,Camry,2012,Sedan,156800.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Silver,False,7900,True
LEXUS,RX 450 H,2011,Jeep,127520.0,Hybrid,3.5,4x4,Automatic,4/5,Left wheel,Black,True,16000,True
MERCEDES-BENZ,GL 450,2013,Jeep,102459.0,Petrol,4.6,4x4,Automatic,4/5,Left wheel,Black,True,2800,False
MERCEDES-BENZ,GLS 350,2017,Jeep,94478.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,White,True,15200,False
